"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date,Tests/1M pop ,"Country	""Other	TotalCases	NewCases	TotalDeaths	NewDeaths	TotalRecovered	NewRecovered	ActiveCases	Serious""	""Critical	Tot Cases/1M pop	Deaths/1M pop	TotalTests	Tests/1M pop	Population	Continent"""
Isle of Man,28416.0,,87.0,,26794.0,,1535.0,,331034.0,1014.0,150753.0,1756209.0,85840.0,Europe,2022-04-18,,
Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2123.0,13.0,604310.0,47611.0,12692577.0,Africa,2022-04-18,,
Somalia,26485.0,14.0,1350.0,,13182.0,,11953.0,,1587.0,81.0,400466.0,23997.0,16688240.0,Africa,2022-04-18,,
Congo,24079.0,,385.0,,20178.0,,3516.0,,4179.0,67.0,347815.0,60367.0,5761644.0,Africa,2022-04-18,,
Saint Lucia,23094.0,,367.0,,22616.0,,111.0,1.0,124743.0,1982.0,141628.0,765007.0,185133.0,North America,2022-04-18,,
Timor-Leste,22853.0,,130.0,,22704.0,,19.0,,16761.0,95.0,260287.0,190898.0,1363486.0,Asia,2022-04-18,,
Cayman Islands,21406.0,,26.0,,8553.0,,12827.0,1.0,318983.0,387.0,222773.0,3319669.0,67107.0,North America,2022-04-18,,
Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,951.0,17.0,248995.0,11354.0,21930999.0,Africa,2022-04-18,,
Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2733.0,33.0,,,6765956.0,North America,2022-04-18,,
Gibraltar,17494.0,,101.0,,16579.0,,814.0,,519526.0,2999.0,534283.0,15866807.0,33673.0,Europe,2022-04-18,,
South Sudan,17408.0,39.0,138.0,,13514.0,,3756.0,1.0,1523.0,12.0,374091.0,32731.0,11429174.0,Africa,2022-04-18,,
Tajikistan,17388.0,,124.0,,17264.0,,0.0,,1753.0,12.0,,,9921825.0,Asia,2022-04-18,,
Liechtenstein,17003.0,22.0,84.0,,16669.0,48.0,250.0,,443665.0,2192.0,102174.0,2666058.0,38324.0,Europe,2022-04-18,,
Equatorial Guinea,15906.0,,183.0,,15697.0,,26.0,5.0,10707.0,123.0,307847.0,207219.0,1485613.0,Africa,2022-04-18,,
San Marino,15683.0,,114.0,,15225.0,,344.0,4.0,460466.0,3347.0,147532.0,4331660.0,34059.0,Europe,2022-04-18,,
Djibouti,15598.0,,189.0,,15404.0,,5.0,,15386.0,186.0,302030.0,297926.0,1013774.0,Africa,2022-04-18,,
CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2941.0,23.0,81294.0,16323.0,4980394.0,Africa,2022-04-18,,
Grenada,14165.0,,219.0,,13815.0,,131.0,4.0,124848.0,1930.0,146475.0,1291006.0,113458.0,North America,2022-04-18,,
Bermuda,12901.0,,131.0,,12563.0,,207.0,,208535.0,2118.0,858416.0,13875632.0,61865.0,North America,2022-04-18,,
Solomon Islands,12437.0,,139.0,,11194.0,,1104.0,2.0,17344.0,194.0,5117.0,7136.0,717089.0,Australia/Oceania,2022-04-18,,
Gambia,11994.0,,365.0,,11591.0,,38.0,,4725.0,144.0,155686.0,61332.0,2538398.0,Africa,2022-04-18,,
Dominica,11988.0,,63.0,,11903.0,,22.0,,165793.0,871.0,187337.0,2590856.0,72307.0,North America,2022-04-18,,
Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210213.0,369.0,164926.0,2896131.0,56947.0,North America,2022-04-18,,
Yemen,11818.0,1.0,2148.0,,9001.0,,669.0,23.0,381.0,69.0,265253.0,8555.0,31004041.0,Asia,2022-04-18,,
Monaco,11442.0,36.0,54.0,,11207.0,31.0,181.0,4.0,287914.0,1359.0,54960.0,1382955.0,39741.0,Europe,2022-04-18,,
Saint Martin,10279.0,,63.0,,1399.0,,8817.0,7.0,257949.0,1581.0,112382.0,2820196.0,39849.0,North America,2022-04-18,,
Sint Maarten,9920.0,,86.0,,9753.0,,81.0,10.0,226748.0,1966.0,62056.0,1418455.0,43749.0,North America,2022-04-18,,
Eritrea,9733.0,,103.0,,9629.0,,1.0,,2678.0,28.0,23693.0,6519.0,3634475.0,Africa,2022-04-18,,
Caribbean Netherlands,9384.0,35.0,34.0,,9069.0,82.0,281.0,,351988.0,1275.0,30126.0,1130008.0,26660.0,North America,2022-04-18,,
Tonga,9025.0,,11.0,,7484.0,,1530.0,,83686.0,102.0,363581.0,3371360.0,107844.0,Australia/Oceania,2022-04-18,,
Niger,8883.0,6.0,308.0,,8495.0,1.0,80.0,1.0,345.0,12.0,247495.0,9601.0,25777253.0,Africa,2022-04-18,,
Guinea-Bissau,8178.0,,170.0,,7306.0,,702.0,6.0,3987.0,83.0,132181.0,64434.0,2051413.0,Africa,2022-04-18,,
Comoros,8100.0,,160.0,,7933.0,,7.0,,8972.0,177.0,,,902823.0,Africa,2022-04-18,,
Sierra Leone,7681.0,,125.0,,,,,,929.0,15.0,259958.0,31442.0,8267927.0,Africa,2022-04-18,,
Antigua and Barbuda,7539.0,,135.0,,7377.0,,27.0,1.0,75857.0,1358.0,18901.0,190182.0,99384.0,North America,2022-04-18,,
Liberia,7402.0,,294.0,,5747.0,,1361.0,2.0,1404.0,56.0,139824.0,26528.0,5270857.0,Africa,2022-04-18,,
Chad,7396.0,18.0,193.0,1.0,4874.0,,2329.0,,428.0,11.0,191341.0,11079.0,17270935.0,Africa,2022-04-18,,
St. Vincent Grenadines,6751.0,,106.0,,6641.0,,4.0,,60508.0,950.0,98713.0,884747.0,111572.0,North America,2022-04-18,,
Vanuatu,6386.0,54.0,7.0,,5445.0,145.0,934.0,5.0,19955.0,22.0,24976.0,78046.0,320016.0,Australia/Oceania,2022-04-18,,
British Virgin Islands,6162.0,,62.0,,,,,1.0,201425.0,2027.0,102294.0,3343815.0,30592.0,North America,2022-04-18,,
Sao Tome and Principe,5953.0,5.0,73.0,,5875.0,3.0,5.0,,26287.0,322.0,29036.0,128217.0,226459.0,Africa,2022-04-18,,
Samoa,5947.0,,12.0,,1605.0,,4330.0,3.0,29619.0,60.0,43442.0,216366.0,200780.0,Australia/Oceania,2022-04-18,,
Turks and Caicos,5936.0,,36.0,,5862.0,,38.0,4.0,149684.0,908.0,447713.0,11289634.0,39657.0,North America,2022-04-18,,
Saint Kitts and Nevis,5559.0,,43.0,,5512.0,,4.0,,103185.0,798.0,65141.0,1209136.0,53874.0,North America,2022-04-18,,
St. Barth,4432.0,,6.0,,,,,,446279.0,604.0,78646.0,7919243.0,9931.0,North America,2022-04-18,,
Palau,4190.0,,6.0,,3803.0,,381.0,,229602.0,329.0,42790.0,2344786.0,18249.0,Australia/Oceania,2022-04-18,,
Cook Islands,3941.0,,,,3389.0,,552.0,,224010.0,,14341.0,815154.0,17593.0,Australia/Oceania,2022-04-18,,
Kiribati,3075.0,1.0,13.0,,2596.0,,466.0,3.0,25054.0,106.0,,,122737.0,Australia/Oceania,2022-04-18,,
Anguilla,2731.0,,9.0,,2716.0,,6.0,4.0,179164.0,590.0,51382.0,3370859.0,15243.0,North America,2022-04-18,,
Saint Pierre Miquelon,2537.0,,1.0,,2449.0,,87.0,1.0,441755.0,174.0,22941.0,3994602.0,5743.0,North America,2022-04-18,,
Diamond Princess,712.0,,13.0,,699.0,,0.0,,,,,,,,2022-04-18,,
Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41705.0,643.0,20508.0,1883888.0,10886.0,Australia/Oceania,2022-04-18,,
Montserrat,176.0,,2.0,,174.0,,0.0,,35221.0,400.0,9403.0,1881729.0,4997.0,North America,2022-04-18,,
Falkland Islands,128.0,,,,,,,,34954.0,,8632.0,2357182.0,3662.0,South America,2022-04-18,,
Macao,82.0,,,,82.0,,0.0,,123.0,,5375.0,8080.0,665215.0,Asia,2022-04-18,,
Vatican City,29.0,,,,29.0,,0.0,,36025.0,,,,805.0,Europe,2022-04-18,,
Marshall Islands,14.0,,,,7.0,,7.0,,234.0,,,,59907.0,Australia/Oceania,2022-04-18,,
Western Sahara,10.0,,1.0,,8.0,,1.0,,16.0,2.0,,,623675.0,Africa,2022-04-18,,
MS Zaandam,9.0,,2.0,,7.0,,0.0,,,,,,,,2022-04-18,,
Niue,7.0,,,,7.0,,0.0,,4253.0,,,,1646.0,Australia/Oceania,2022-04-18,,
Nauru,3.0,,,,3.0,,0.0,,274.0,,,,10946.0,Australia/Oceania,2022-04-18,,
Saint Helena,2.0,,,,2.0,,0.0,,327.0,,,,6109.0,Africa,2022-04-18,,
Micronesia,1.0,,,,1.0,,0.0,,9.0,,,,117186.0,Australia/Oceania,2022-04-18,,
USA,82416687.0,33193.0,1016159.0,338.0,80276197.0,32104.0,1124331.0,1436.0,246399.0,3038.0,997115318.0,2981044.0,334485290.0,North America,2022-04-19,,
India,43047594.0,2067.0,522006.0,10.0,42513248.0,1547.0,12340.0,698.0,30653.0,372.0,832506755.0,592807.0,1404347026.0,Asia,2022-04-19,,
Brazil,30279270.0,18182.0,662266.0,190.0,29298848.0,36365.0,318156.0,8318.0,140657.0,3076.0,63776166.0,296261.0,215270453.0,South America,2022-04-19,,
France,27816299.0,25465.0,144387.0,182.0,25301327.0,168976.0,2370585.0,1541.0,424465.0,2203.0,260504402.0,3975184.0,65532665.0,Europe,2022-04-19,,
Germany,23588355.0,130759.0,133533.0,96.0,20347900.0,262100.0,3106922.0,1980.0,279932.0,1585.0,122332384.0,1451764.0,84264628.0,Europe,2022-04-19,,
UK,21863944.0,18846.0,171878.0,97.0,20499397.0,193061.0,1192669.0,355.0,319061.0,2508.0,512140269.0,7473679.0,68525857.0,Europe,2022-04-19,,
Russia,18092791.0,8640.0,373948.0,235.0,17407228.0,16763.0,311615.0,2300.0,123884.0,2560.0,273400000.0,1872003.0,146046737.0,Europe,2022-04-19,,
S. Korea,16471940.0,118445.0,21354.0,130.0,,,,834.0,320788.0,416.0,15804065.0,307781.0,51348351.0,Asia,2022-04-19,,
Italy,15758002.0,27214.0,161893.0,127.0,14387830.0,35763.0,1208279.0,422.0,261317.0,2685.0,209450124.0,3473335.0,60302314.0,Europe,2022-04-19,,
Turkey,15003696.0,4217.0,98610.0,23.0,14780437.0,16561.0,124649.0,975.0,174528.0,1147.0,157511562.0,1832227.0,85967295.0,Asia,2022-04-19,,
Spain,11736893.0,10671.0,103721.0,65.0,11220981.0,13991.0,412191.0,345.0,250857.0,2217.0,471036328.0,10067617.0,46787271.0,Europe,2022-04-19,,
Vietnam,10489319.0,13500.0,42975.0,18.0,9065694.0,124630.0,1380650.0,1010.0,106049.0,434.0,85711086.0,866557.0,98909959.0,Asia,2022-04-19,,
Argentina,9060923.0,,128344.0,,8895999.0,,36580.0,412.0,197234.0,2794.0,35716069.0,777452.0,45939873.0,South America,2022-04-19,,
Netherlands,8026489.0,2505.0,22167.0,4.0,7489241.0,76279.0,515081.0,113.0,466578.0,1289.0,21107399.0,1226968.0,17202898.0,Europe,2022-04-19,,
Japan,7402533.0,28282.0,29049.0,26.0,6875015.0,45109.0,498469.0,213.0,58852.0,231.0,45879318.0,364753.0,125781818.0,Asia,2022-04-19,,
Iran,7210788.0,1820.0,140877.0,23.0,6952007.0,3061.0,117904.0,1264.0,83923.0,1640.0,50079995.0,582856.0,85921663.0,Asia,2022-04-19,,
Colombia,6089998.0,207.0,139754.0,3.0,5923443.0,156.0,26801.0,342.0,117441.0,2695.0,34287337.0,661204.0,51855927.0,South America,2022-04-19,,
Indonesia,6041269.0,837.0,155937.0,34.0,5836310.0,2750.0,49022.0,2771.0,21676.0,559.0,94377545.0,338619.0,278712873.0,Asia,2022-04-19,,
Poland,5985818.0,304.0,115838.0,,5334130.0,17.0,535850.0,268.0,158471.0,3067.0,35954670.0,951881.0,37772240.0,Europe,2022-04-19,,
Mexico,5727832.0,164.0,323949.0,5.0,5029117.0,681.0,374766.0,4798.0,43603.0,2466.0,15717303.0,119648.0,131363136.0,North America,2022-04-19,,
Australia,5457988.0,38608.0,6807.0,21.0,5073532.0,55948.0,377649.0,144.0,209675.0,261.0,68366502.0,2626380.0,26030697.0,Australia/Oceania,2022-04-19,,
Ukraine,4994246.0,1082.0,108268.0,12.0,,,,177.0,115441.0,2503.0,19521252.0,451229.0,43262405.0,Europe,2022-04-19,,
Malaysia,4402234.0,6069.0,35449.0,12.0,4274746.0,10619.0,92039.0,97.0,132958.0,1071.0,58043873.0,1753064.0,33109959.0,Asia,2022-04-19,,
Austria,4064839.0,5395.0,16439.0,8.0,3930478.0,12049.0,117922.0,147.0,446754.0,1807.0,180759844.0,19866771.0,9098602.0,Europe,2022-04-19,,
Thailand,4063844.0,16891.0,27138.0,129.0,3839360.0,24927.0,197346.0,1496.0,57960.0,387.0,17270775.0,246323.0,70114236.0,Asia,2022-04-19,,
Israel,4040944.0,4260.0,10647.0,,3941841.0,,88456.0,220.0,433299.0,1142.0,41373364.0,4436346.0,9326000.0,Asia,2022-04-19,,
Belgium,3972963.0,,31165.0,,3676396.0,11502.0,265402.0,181.0,340147.0,2668.0,33313880.0,2852185.0,11680124.0,Europe,2022-04-19,,
Czechia,3883280.0,880.0,39997.0,4.0,3822160.0,4278.0,21123.0,52.0,361416.0,3723.0,55031740.0,5121791.0,10744628.0,Europe,2022-04-19,,
South Africa,3743582.0,1475.0,100195.0,14.0,3628776.0,807.0,14611.0,175.0,61724.0,1652.0,24212994.0,399224.0,60650219.0,Africa,2022-04-19,,
Portugal,3719485.0,,21993.0,,,,,61.0,366691.0,2168.0,40748372.0,4017243.0,10143368.0,Europe,2022-04-19,,
Philippines,3683367.0,158.0,59982.0,6.0,3604570.0,1258.0,18815.0,289.0,32829.0,535.0,29308300.0,261220.0,112197634.0,Asia,2022-04-19,,
Canada,3654803.0,17093.0,38429.0,110.0,3403872.0,25146.0,212502.0,426.0,95336.0,1002.0,60261536.0,1571935.0,38335885.0,North America,2022-04-19,,
Switzerland,3579867.0,1737.0,13810.0,,3293031.0,39322.0,273026.0,92.0,408279.0,1575.0,20666182.0,2356951.0,8768183.0,Europe,2022-04-19,,
Peru,3557139.0,755.0,212676.0,22.0,,,,356.0,105254.0,6293.0,29453565.0,871515.0,33795829.0,South America,2022-04-19,,
Chile,3532649.0,1120.0,57275.0,5.0,3336320.0,11077.0,139054.0,346.0,181996.0,2951.0,36493466.0,1880078.0,19410616.0,South America,2022-04-19,,
Greece,3252248.0,10211.0,28701.0,49.0,3109062.0,10794.0,114485.0,298.0,314783.0,2778.0,78246768.0,7573453.0,10331716.0,Europe,2022-04-19,,
Denmark,2952251.0,1702.0,6019.0,11.0,2918738.0,5307.0,27494.0,16.0,506494.0,1033.0,127083216.0,21802638.0,5828800.0,Europe,2022-04-19,,
Romania,2884114.0,1524.0,65366.0,19.0,2606660.0,,212088.0,228.0,151736.0,3439.0,22513208.0,1184440.0,19007469.0,Europe,2022-04-19,,
Sweden,2495996.0,,18572.0,,2459014.0,592.0,18410.0,24.0,244412.0,1819.0,18471631.0,1808771.0,10212255.0,Europe,2022-04-19,,
Iraq,2323508.0,224.0,25200.0,2.0,2294018.0,591.0,4290.0,32.0,55532.0,602.0,18434537.0,440584.0,41841178.0,Asia,2022-04-19,,
Serbia,1997855.0,987.0,15936.0,3.0,1962295.0,1655.0,19624.0,22.0,230321.0,1837.0,9395105.0,1083105.0,8674230.0,Europe,2022-04-19,,
Bangladesh,1952412.0,50.0,29126.0,,1891528.0,331.0,31758.0,1283.0,11647.0,174.0,13936400.0,83136.0,167633174.0,Asia,2022-04-19,,
Hungary,1884458.0,4978.0,45971.0,106.0,1760777.0,12070.0,77710.0,49.0,195964.0,4781.0,11275271.0,1172511.0,9616342.0,Europe,2022-04-19,,
Slovakia,1765962.0,704.0,19773.0,14.0,1712337.0,5126.0,33852.0,109.0,323177.0,3619.0,7023635.0,1285347.0,5464387.0,Europe,2022-04-19,,
Jordan,1694216.0,,14048.0,,1678941.0,,1227.0,124.0,163143.0,1353.0,16670254.0,1605245.0,10384866.0,Asia,2022-04-19,,
Georgia,1653460.0,342.0,16794.0,1.0,1634474.0,161.0,2192.0,,415920.0,4224.0,16728948.0,4208086.0,3975429.0,Asia,2022-04-19,,
Pakistan,1527411.0,85.0,30364.0,,1493707.0,45.0,3340.0,209.0,6682.0,133.0,27944584.0,122250.0,228585333.0,Asia,2022-04-19,,
Ireland,1505568.0,778.0,6964.0,32.0,1379221.0,5067.0,119383.0,44.0,298917.0,1383.0,11993341.0,2381170.0,5036743.0,Europe,2022-04-19,,
Norway,1420750.0,717.0,2783.0,,,,,20.0,258445.0,506.0,11002430.0,2001424.0,5497300.0,Europe,2022-04-19,,
Kazakhstan,1305406.0,10.0,13660.0,,1290896.0,16.0,850.0,24.0,68062.0,712.0,11575012.0,603505.0,19179649.0,Asia,2022-04-19,,
Hong Kong,1199038.0,600.0,9176.0,17.0,,,,115.0,157641.0,1206.0,44972952.0,5912739.0,7606111.0,Asia,2022-04-19,,
Singapore,1167498.0,4718.0,1317.0,1.0,1099142.0,1842.0,67039.0,9.0,196784.0,222.0,23712995.0,3996867.0,5932896.0,Asia,2022-04-19,,
Morocco,1164467.0,56.0,16064.0,,1147803.0,63.0,600.0,293.0,30891.0,426.0,11237010.0,298100.0,37695462.0,Africa,2022-04-19,,
Bulgaria,1151011.0,669.0,36816.0,6.0,955364.0,2871.0,158831.0,116.0,167918.0,5371.0,9769261.0,1425210.0,6854612.0,Europe,2022-04-19,,
Croatia,1113663.0,116.0,15752.0,10.0,1094448.0,589.0,3463.0,22.0,274311.0,3880.0,4745536.0,1168894.0,4059850.0,Europe,2022-04-19,,
Cuba,1100312.0,239.0,8522.0,1.0,1090258.0,420.0,1532.0,23.0,97250.0,753.0,12920253.0,1141949.0,11314212.0,North America,2022-04-19,,
Lebanon,1095811.0,126.0,10365.0,2.0,1077830.0,1299.0,7616.0,186.0,161848.0,1531.0,4795578.0,708293.0,6770609.0,Asia,2022-04-19,,
Lithuania,1050181.0,380.0,9027.0,3.0,1008847.0,1625.0,32307.0,53.0,395673.0,3401.0,8186572.0,3084427.0,2654163.0,Europe,2022-04-19,,
Tunisia,1039532.0,864.0,28533.0,24.0,,,,29.0,86336.0,2370.0,4563397.0,379004.0,12040494.0,Africa,2022-04-19,,
Slovenia,998247.0,456.0,6564.0,4.0,972305.0,3425.0,19378.0,30.0,480053.0,3157.0,2635151.0,1267234.0,2079451.0,Europe,2022-04-19,,
Nepal,978684.0,10.0,11951.0,,966399.0,26.0,334.0,,32539.0,397.0,5603173.0,186295.0,30076806.0,Asia,2022-04-19,,
Belarus,974961.0,247.0,6908.0,5.0,928536.0,,39517.0,,103239.0,731.0,13044848.0,1381321.0,9443746.0,Europe,2022-04-19,,
Finland,949583.0,,3517.0,,46000.0,,900066.0,29.0,170906.0,633.0,10591416.0,1906246.0,5556164.0,Europe,2022-04-19,,
Bolivia,904029.0,121.0,21904.0,1.0,853081.0,475.0,29044.0,220.0,75596.0,1832.0,2693845.0,225263.0,11958676.0,South America,2022-04-19,,
UAE,895892.0,229.0,2302.0,,878056.0,408.0,15534.0,,88660.0,228.0,152983497.0,15139701.0,10104790.0,Asia,2022-04-19,,
Uruguay,895775.0,,7197.0,,886654.0,,1924.0,18.0,256278.0,2059.0,6091188.0,1742664.0,3495331.0,South America,2022-04-19,,
Ecuador,866925.0,,35528.0,,,,,759.0,47834.0,1960.0,2470170.0,136295.0,18123652.0,South America,2022-04-19,,
Costa Rica,847784.0,,8383.0,,829515.0,,9886.0,43.0,163741.0,1619.0,4240743.0,819059.0,5177579.0,North America,2022-04-19,,
New Zealand,839455.0,8306.0,570.0,6.0,785513.0,11105.0,53372.0,,167821.0,114.0,6972596.0,1393934.0,5002100.0,Australia/Oceania,2022-04-19,,
Guatemala,838518.0,910.0,17445.0,11.0,818376.0,984.0,2697.0,5.0,45301.0,942.0,4370594.0,236121.0,18510001.0,North America,2022-04-19,,
Latvia,813415.0,172.0,5716.0,1.0,798646.0,1392.0,9053.0,11.0,439971.0,3092.0,7130453.0,3856815.0,1848793.0,Europe,2022-04-19,,
Azerbaijan,792391.0,26.0,9706.0,,782572.0,39.0,113.0,,76908.0,942.0,6776404.0,657702.0,10303147.0,Asia,2022-04-19,,
Panama,769457.0,479.0,8179.0,,758759.0,262.0,2519.0,9.0,173434.0,1844.0,5800865.0,1307499.0,4436610.0,North America,2022-04-19,,
Saudi Arabia,752848.0,143.0,9072.0,3.0,739536.0,240.0,4240.0,56.0,21037.0,254.0,41771765.0,1167250.0,35786463.0,Asia,2022-04-19,,
Sri Lanka,662945.0,33.0,16497.0,1.0,642557.0,1.0,3891.0,,30728.0,765.0,6477329.0,300233.0,21574344.0,Asia,2022-04-19,,
Paraguay,648682.0,236.0,18786.0,5.0,624673.0,,5223.0,6.0,88986.0,2577.0,2615453.0,358786.0,7289722.0,South America,2022-04-19,,
Kuwait,631002.0,114.0,2555.0,,627507.0,229.0,940.0,8.0,143937.0,583.0,7983058.0,1821007.0,4383870.0,Asia,2022-04-19,,
Myanmar,612658.0,56.0,19434.0,,591507.0,134.0,1717.0,,11126.0,353.0,7848897.0,142541.0,55064259.0,Asia,2022-04-19,,
Palestine,581816.0,,5353.0,,575899.0,,564.0,17.0,109486.0,1007.0,3078533.0,579316.0,5314081.0,Asia,2022-04-19,,
Dominican Republic,578789.0,,4375.0,,574244.0,,170.0,16.0,52412.0,396.0,3255822.0,294829.0,11043085.0,North America,2022-04-19,,
Estonia,568335.0,691.0,2525.0,3.0,502807.0,554.0,63003.0,4.0,427919.0,1901.0,3298904.0,2483860.0,1328136.0,Europe,2022-04-19,,
Bahrain,564176.0,592.0,1474.0,,558931.0,485.0,3771.0,3.0,312114.0,815.0,9683216.0,5356958.0,1807596.0,Asia,2022-04-19,,
Venezuela,522055.0,6.0,5703.0,1.0,514962.0,51.0,1390.0,230.0,18453.0,202.0,3359014.0,118729.0,28291388.0,South America,2022-04-19,,
Moldova,516587.0,143.0,11485.0,3.0,503599.0,186.0,1503.0,49.0,128596.0,2859.0,3207753.0,798516.0,4017142.0,Europe,2022-04-19,,
Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4874.0,233.0,3693367.0,34910.0,105796348.0,Africa,2022-04-19,,
Libya,501862.0,,6429.0,,490900.0,,4533.0,101.0,71298.0,913.0,2476960.0,351895.0,7038917.0,Africa,2022-04-19,,
Ethiopia,470305.0,17.0,7509.0,,453658.0,12.0,9138.0,21.0,3917.0,63.0,4746224.0,39529.0,120070011.0,Africa,2022-04-19,,
Mongolia,469399.0,34.0,2177.0,,313256.0,,153966.0,192.0,139164.0,645.0,4030048.0,1194799.0,3372992.0,Asia,2022-04-19,,
Cyprus,464366.0,,993.0,,124370.0,,339003.0,60.0,379654.0,812.0,9477138.0,7748273.0,1223129.0,Asia,2022-04-19,,
Armenia,422784.0,14.0,8622.0,,410485.0,27.0,3677.0,,142199.0,2900.0,3020875.0,1016042.0,2973180.0,Asia,2022-04-19,,
Honduras,422239.0,580.0,10892.0,1.0,131100.0,,280247.0,105.0,41448.0,1069.0,1263329.0,124012.0,10187191.0,North America,2022-04-19,,
Oman,388922.0,31.0,4257.0,,384002.0,27.0,663.0,7.0,72839.0,797.0,25000000.0,4682077.0,5339511.0,Asia,2022-04-19,,
Bosnia and Herzegovina,376526.0,89.0,15752.0,3.0,192218.0,,168556.0,,116061.0,4855.0,1750145.0,539467.0,3244209.0,Europe,2022-04-19,,
Qatar,363754.0,100.0,677.0,,362094.0,143.0,983.0,1.0,129551.0,241.0,3423078.0,1219130.0,2807805.0,Asia,2022-04-19,,
Réunion,360445.0,,731.0,,342442.0,,17272.0,10.0,397502.0,806.0,1603660.0,1768529.0,906776.0,Africa,2022-04-19,,
Kenya,323630.0,12.0,5649.0,,317851.0,40.0,130.0,,5790.0,101.0,3570754.0,63883.0,55895462.0,Africa,2022-04-19,,
Zambia,318640.0,125.0,3973.0,,313836.0,144.0,831.0,,16504.0,206.0,3402725.0,176242.0,19307077.0,Africa,2022-04-19,,
North Macedonia,308752.0,133.0,9263.0,1.0,298688.0,156.0,801.0,,148209.0,4446.0,1999002.0,959573.0,2083221.0,Europe,2022-04-19,,
Botswana,305859.0,,2688.0,,303026.0,,145.0,1.0,125517.0,1103.0,2026898.0,831791.0,2436788.0,Africa,2022-04-19,,
Albania,274535.0,15.0,3496.0,,270742.0,84.0,297.0,2.0,95585.0,1217.0,1794631.0,624837.0,2872159.0,Europe,2022-04-19,,
Algeria,265746.0,5.0,6874.0,,178336.0,,80536.0,6.0,5870.0,152.0,230861.0,5099.0,45271360.0,Africa,2022-04-19,,
Nigeria,255670.0,22.0,3143.0,,249874.0,27.0,2653.0,11.0,1187.0,15.0,5036813.0,23394.0,215301380.0,Africa,2022-04-19,,
Zimbabwe,247297.0,,5464.0,,241112.0,,721.0,12.0,16215.0,358.0,2229802.0,146206.0,15251064.0,Africa,2022-04-19,,
Uzbekistan,238321.0,8.0,1637.0,,236321.0,12.0,363.0,23.0,6940.0,48.0,1377915.0,40126.0,34339369.0,Asia,2022-04-19,,
Montenegro,234336.0,85.0,2709.0,,231004.0,88.0,623.0,6.0,373022.0,4312.0,2440882.0,3885462.0,628209.0,Europe,2022-04-19,,
Luxembourg,230991.0,1680.0,1055.0,1.0,218109.0,3553.0,11827.0,2.0,358545.0,1638.0,4205548.0,6527860.0,644246.0,Europe,2022-04-19,,
Mozambique,225338.0,6.0,2201.0,,223088.0,9.0,49.0,13.0,6865.0,67.0,1307186.0,39822.0,32825481.0,Africa,2022-04-19,,
Laos,201460.0,958.0,727.0,5.0,7660.0,,193073.0,,26987.0,97.0,1232128.0,165055.0,7464955.0,Asia,2022-04-19,,
Kyrgyzstan,200982.0,2.0,2991.0,,196341.0,10.0,1650.0,131.0,29920.0,445.0,1907195.0,283924.0,6717279.0,Asia,2022-04-19,,
China,188351.0,3316.0,4648.0,7.0,153319.0,1912.0,30384.0,75.0,131.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-04-19,,
Iceland,183974.0,,110.0,,75685.0,,108179.0,1.0,532923.0,319.0,1953616.0,5659096.0,345217.0,Europe,2022-04-19,,
Maldives,178883.0,,298.0,,163687.0,,14898.0,25.0,320797.0,534.0,2213831.0,3970136.0,557621.0,Asia,2022-04-19,,
Afghanistan,178513.0,51.0,7680.0,1.0,161603.0,59.0,9230.0,1124.0,4408.0,190.0,937154.0,23139.0,40500605.0,Asia,2022-04-19,,
Uganda,164058.0,3.0,3596.0,,100205.0,,60257.0,2.0,3394.0,74.0,2610618.0,54016.0,48330675.0,Africa,2022-04-19,,
El Salvador,162089.0,,4126.0,1.0,150662.0,,7301.0,8.0,24766.0,630.0,1950448.0,298009.0,6544927.0,North America,2022-04-19,,
Ghana,161114.0,13.0,1445.0,,159640.0,16.0,29.0,1.0,4998.0,45.0,2432376.0,75455.0,32236224.0,Africa,2022-04-19,,
Namibia,158112.0,38.0,4022.0,,153662.0,,428.0,,60269.0,1533.0,997168.0,380099.0,2623443.0,Africa,2022-04-19,,
Martinique,147519.0,,918.0,,104.0,,146497.0,8.0,393654.0,2450.0,828928.0,2211991.0,374743.0,North America,2022-04-19,,
Trinidad and Tobago,142514.0,92.0,3806.0,3.0,132554.0,204.0,6154.0,18.0,101245.0,2704.0,690185.0,490321.0,1407619.0,North America,2022-04-19,,
Brunei,140364.0,182.0,218.0,,139187.0,494.0,959.0,,315428.0,490.0,717784.0,1613016.0,444995.0,Asia,2022-04-19,,
Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350109.0,2134.0,938039.0,2343650.0,400247.0,North America,2022-04-19,,
